contractsymbol,lasttradedate,strike,lastprice,bid,ask,change,percentchange,volume,openinterest,impliedvolatility,inthemoney,contractsize,currency,option_type,ticker,expiration,valuation_date,mid,days_to_expiry,ttm,spot,moneyness,spread,spread_over_mid,trade_age_days,log_moneyness,maturity_bucket
GOOG270319P00280000,2026-04-02 19:47:31,280.0,29.33,28.1,29.3,0.5799999,2.0173912,1.0,175,0.3225165405273437,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,28.700000000000003,350,0.958904109589041,294.4599914550781,0.9508931879552672,1.1999999999999993,0.04181184668989544,1,-0.0503535382490562,one_year
GOOG270319P00285000,2026-04-01 19:39:52,285.0,30.9,30.4,31.95,0.0,0.0,55.0,74,0.32340154144287103,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,31.174999999999997,350,0.958904109589041,294.4599914550781,0.9678734234544685,1.5500000000000007,0.049719326383319995,2,-0.032653961149655235,one_year
GOOG270319P00290000,2026-04-02 19:03:13,290.0,34.0,32.55,34.25,-7.709999,-18.484774,1.0,110,0.3201667105102538,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,33.4,350,0.958904109589041,294.4599914550781,0.9848536589536697,1.7000000000000028,0.05089820359281446,1,-0.015262218437786003,one_year
GOOG270319P00295000,2026-04-02 18:11:12,295.0,36.2,34.95,36.5,0.70000076,1.9718332,13.0,72,0.31560437820434567,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,35.725,350,0.958904109589041,294.4599914550781,1.0018338944528709,1.5499999999999972,0.04338698390482847,1,0.0018322149215140434,one_year
GOOG270319P00300000,2026-04-02 18:11:12,300.0,38.7,37.5,39.25,0.7900009,2.0838852,1.0,183,0.31453627365112297,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,38.375,350,0.958904109589041,294.4599914550781,1.018814129952072,1.75,0.04560260586319218,1,0.018639333237895322,one_year
GOOG270319P00305000,2026-04-02 17:59:22,305.0,41.65,40.35,41.6,1.2400017,3.0685515,4.0,202,0.3091041990661621,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,40.975,350,0.958904109589041,294.4599914550781,1.0357943654512733,1.25,0.03050640634533252,1,0.03516863518910593,one_year
GOOG270319P00310000,2026-04-01 15:57:55,310.0,42.8,42.8,45.15,0.0,0.0,5.0,94,0.31320877227783206,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,43.974999999999994,350,0.958904109589041,294.4599914550781,1.0527746009504746,2.3500000000000014,0.05343945423536104,2,0.05142915606088628,one_year
GOOG270319P00315000,2026-04-02 18:11:12,315.0,46.95,45.9,49.0,-6.2599983,-11.764703,1.0,49,0.31905283004760737,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,47.45,350,0.958904109589041,294.4599914550781,1.0697548364496756,3.1000000000000014,0.065331928345627,1,0.06742949740732725,one_year
GOOG270319P00320000,2026-04-01 15:56:20,320.0,48.4,47.0,50.45,0.0,0.0,1.0,42,0.3031228135681152,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,48.725,350,0.958904109589041,294.4599914550781,1.0867350719488769,3.450000000000003,0.07080554130323248,2,0.08317785437546646,one_year
GOOG270319P00325000,2026-03-30 14:11:03,325.0,64.74,50.4,53.1,0.0,0.0,2.0,49,0.29671418624877927,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,51.75,350,0.958904109589041,294.4599914550781,1.103715307448078,2.700000000000003,0.052173913043478314,4,0.09868204091143175,one_year
GOOG270319P00330000,2026-04-02 19:23:59,330.0,56.39,54.2,56.25,1.1399994,2.0633473,13.0,90,0.2937997866821288,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,55.225,350,0.958904109589041,294.4599914550781,1.1206955429472794,2.049999999999997,0.03712086917157079,1,0.11394951304222022,one_year
GOOG270319P00335000,2026-03-30 14:11:03,335.0,72.03,56.85,61.5,0.0,0.0,1.0,5,0.3089973886108398,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,59.175,350,0.958904109589041,294.4599914550781,1.1376757784464806,4.649999999999999,0.0785804816223067,4,0.12898739040676077,one_year
